level_0,index,tweet_id,timestamp,source_x,text,expanded_urls,rating_numerator,rating_denominator,name,dog_stage,jpg_url,img_num,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog,favorite_count,retweet_count,followers_count,friends_count,source_y,retweeted_status,url
203,237,847157206088847362,2017-03-29 18:43:12,Twitter for iPhone,"Meet Daisy. She's been pup for adoption for months now but hasn't gotten any applications. 11/10 let's change that

https://t.co/Jlb9L0m3J0 https://t.co/Eh7fGFuy6r","https://www.petfinder.com/petdetail/37334596,https://twitter.com/dog_rates/status/847157206088847362/photo/1,https://twitter.com/dog_rates/status/847157206088847362/photo/1",11,10,Daisy,None,https://pbs.twimg.com/media/C8G0_CMWsAAjjAY.jpg,2.0,staffordshire_bullterrier,0.21960900000000005,True,american_staffordshire_terrier,0.178671,True,pug,0.123271,True,20712,6198,7556231,12,Twitter for iPhone,Original tweet,https://t.co/Z4QpuSEvsc
204,238,847116187444137987,2017-03-29 16:00:12,Twitter for iPhone,Unbelievable... We. Only. Rate. Dogs. Please stop sending in other things like this Blossoming Flop Kangaroo. Thank you... 11/10 https://t.co/EeeErAbso0,https://twitter.com/dog_rates/status/847116187444137987/photo/1,11,10,None,None,https://pbs.twimg.com/media/C8GPrNDW4AAkLde.jpg,1.0,white_wolf,0.128935,False,american_staffordshire_terrier,0.113434,True,dingo,0.0812314,False,22242,3385,7556231,12,Twitter for iPhone,Original tweet,https://t.co/FoS7RUQGBI
205,239,846874817362120707,2017-03-29 00:01:05,Twitter for iPhone,"This is Tuck. As you can see, he's rather h*ckin rare. Taken seriously until his legs are seen. Tail stuck in a permanent zoom. 13/10 https://t.co/P7PBGqrKSe","https://twitter.com/dog_rates/status/846874817362120707/photo/1,https://twitter.com/dog_rates/status/846874817362120707/photo/1",13,10,Tuck,None,https://pbs.twimg.com/media/C8C0JYHW0AAy-7u.jpg,2.0,shetland_sheepdog,0.450539,True,papillon,0.187928,True,collie,0.140068,True,20859,4161,7556231,12,Twitter for iPhone,Original tweet,https://t.co/uaeFb7LCT9
206,240,846514051647705089,2017-03-28 00:07:32,Twitter for iPhone,This is Barney. He's an elder doggo. Hitches a ride when he gets tired. Waves goodbye before he leaves. 13/10 please come back soon https://t.co/cFAasDXauK,"https://twitter.com/dog_rates/status/846514051647705089/photo/1,https://twitter.com/dog_rates/status/846514051647705089/photo/1,https://twitter.com/dog_rates/status/846514051647705089/photo/1",13,10,Barney,doggo,https://pbs.twimg.com/media/C79sB4xXwAEvwKY.jpg,2.0,golden_retriever,0.650003,True,leonberg,0.0651992,True,norfolk_terrier,0.0529553,True,46371,12297,7556231,12,Twitter for iPhone,Original tweet,https://t.co/SIh5iOUSQh
207,241,846505985330044928,2017-03-27 23:35:28,Twitter for iPhone,THIS WAS NOT HIS FAULT HE HAD NO IDEA. 11/10 STILL A VERY GOOD DOG https://t.co/GJ8rozumsy,https://twitter.com/shomaristone/status/846484798663245829,11,10,None,None,,,,,,,,,,,,14664,3275,7556231,12,Twitter for iPhone,Original tweet,https://t.co/GJ8rozumsy
208,242,846153765933735936,2017-03-27 00:15:53,Twitter for iPhone,This is Vixen. He really likes bananas. Steals them when he thinks nobody's watching. 13/10 opportunistic af https://t.co/a0CkS5ExFR,"https://twitter.com/dog_rates/status/846153765933735936/photo/1,https://twitter.com/dog_rates/status/846153765933735936/photo/1",13,10,Vixen,None,https://pbs.twimg.com/media/C74kWqoU8AEaf3v.jpg,1.0,giant_schnauzer,0.346468,True,flat-coated_retriever,0.21845100000000006,True,labrador_retriever,0.10802,True,32955,9615,7556231,12,Twitter for iPhone,Original tweet,https://t.co/a0CkS5ExFR
209,243,846139713627017216,2017-03-26 23:20:02,Twitter for iPhone,SHE DID AN ICY ZOOM AND KNEW WHEN TO PUT ON THE BRAKES 13/10 CANCEL THE GAME THIS IS ALL WE NEED https://t.co/4ctgpGcqAd,https://twitter.com/csncapitals/status/846088479142531073,13,10,None,None,,,,,,,,,,,,32108,10469,7556231,12,Twitter for iPhone,Original tweet,https://t.co/4ctgpGcqAd
210,244,846042936437604353,2017-03-26 16:55:29,Twitter for iPhone,Meet Jarvis. The snow pupsets him. Officially ready for summer. 12/10 would perform a chilly boop https://t.co/0hLkztpiOW,https://twitter.com/dog_rates/status/846042936437604353/photo/1,12,10,Jarvis,None,https://pbs.twimg.com/media/C72_iaUVUAEhZSn.jpg,1.0,golden_retriever,0.96111,True,labrador_retriever,0.0166952,True,tibetan_mastiff,0.00908153,True,16626,3072,7556231,12,Twitter for iPhone,Original tweet,https://t.co/0hLkztpiOW
211,245,845812042753855489,2017-03-26 01:38:00,Twitter for iPhone,We usually don't rate polar bears but this one seems extra good. Majestic as h*ck. 13/10 would hug for a while https://t.co/TLNexlqzXP,"https://twitter.com/dog_rates/status/845812042753855489/photo/1,https://twitter.com/dog_rates/status/845812042753855489/photo/1,https://twitter.com/dog_rates/status/845812042753855489/photo/1,https://twitter.com/dog_rates/status/845812042753855489/photo/1",13,10,None,None,https://pbs.twimg.com/media/C7ztkInW0AEh1CD.jpg,1.0,samoyed,0.979803,True,chow,0.0159226,True,white_wolf,0.00130279,False,30478,9284,7556231,12,Twitter for iPhone,Original tweet,https://t.co/TLNexlqzXP
212,246,845677943972139009,2017-03-25 16:45:08,Twitter for iPhone,"C'mon guys. Please only send in dogs. We only rate dogs, not Exceptional-Tongued Peruvian Floor Bears. Thank you... 12/10 https://t.co/z30iQLiXNo",https://twitter.com/dog_rates/status/845677943972139009/photo/1,12,10,None,None,https://pbs.twimg.com/media/C7xzmngWkAAAp9C.jpg,1.0,chow,0.8086810000000001,True,groenendael,0.123141,True,newfoundland,0.0221432,True,26123,5080,7556231,12,Twitter for iPhone,Original tweet,https://t.co/R6xQ5n19T3
213,248,845397057150107648,2017-03-24 22:08:59,Twitter for iPhone,"Say hello to Mimosa. She's an emotional support doggo who helps her owner with PTSD. 13/10, but she needs your help

https://t.co/L6mLzrd7Mx https://t.co/jMutBFdw5o","https://www.gofundme.com/help-save-a-pup,https://twitter.com/dog_rates/status/845397057150107648/photo/1,https://twitter.com/dog_rates/status/845397057150107648/photo/1",13,10,Mimosa,doggo,https://pbs.twimg.com/media/C7t0IzLWkAINoft.jpg,1.0,dandie_dinmont,0.394404,True,maltese_dog,0.186537,True,west_highland_white_terrier,0.181985,True,7945,1921,7556231,12,Twitter for iPhone,Original tweet,https://t.co/V0oYQJp4Ei
214,249,845306882940190720,2017-03-24 16:10:40,Twitter for iPhone,This is Pickles. She's a silly pupper. Thinks she's a dish. 12/10 would dry https://t.co/7mPCF4ZwEk,https://twitter.com/dog_rates/status/845306882940190720/photo/1,12,10,Pickles,pupper,https://pbs.twimg.com/media/C7siH5DXkAACnDT.jpg,1.0,irish_water_spaniel,0.567475,True,labrador_retriever,0.169496,True,curly-coated_retriever,0.101518,True,24266,5723,7556231,12,Twitter for iPhone,Original tweet,https://t.co/7mPCF4ZwEk
215,251,844979544864018432,2017-03-23 18:29:57,Twitter for iPhone,"PUPDATE: I'm proud to announce that Toby is 236 days sober. Pupgraded to a 13/10. We're all very proud of you, Toby https://t.co/a5OaJeRl9B","https://twitter.com/dog_rates/status/844979544864018432/photo/1,https://twitter.com/dog_rates/status/844979544864018432/photo/1,https://twitter.com/dog_rates/status/844979544864018432/photo/1",13,10,None,None,https://pbs.twimg.com/media/C7n4aQ0VAAAohkL.jpg,3.0,tennis_ball,0.999281,False,racket,0.00037008,False,shetland_sheepdog,0.000132068,True,14190,2747,7556231,12,Twitter for iPhone,Original tweet,https://t.co/a5OaJeRl9B
216,252,844973813909606400,2017-03-23 18:07:10,Twitter for iPhone,"This is Brady. He's a recovering alcoholic. Demonstrating incredible restraint here. 12/10 don't give pup, don't give in, Brady https://t.co/B1iBuSq3hr",https://twitter.com/dog_rates/status/844973813909606400/photo/1,12,10,Brady,None,https://pbs.twimg.com/media/C7nzMwTV4AARz4t.jpg,1.0,labrador_retriever,0.742421,True,golden_retriever,0.195218,True,chihuahua,0.017320099999999998,True,15744,3420,7556231,12,Twitter for iPhone,Original tweet,https://t.co/7TWoMa3h5W
217,253,844704788403113984,2017-03-23 00:18:10,Twitter for iPhone,This is Luna. It's her first time outside and a bee stung her nose. Completely h*ckin uncalled for. 13/10 where's the bee I just wanna talk https://t.co/2RYiLGHuPN,https://twitter.com/dog_rates/status/844704788403113984/photo/1,13,10,Luna,None,https://pbs.twimg.com/media/C7j-hkSW0AIxCZC.jpg,1.0,labrador_retriever,0.980213,True,golden_retriever,0.00701167,True,beagle,0.00314697,True,40349,10997,7556231,12,Twitter for iPhone,Original tweet,https://t.co/wwKLUUt6dk
218,254,844580511645339650,2017-03-22 16:04:20,Twitter for iPhone,This is Charlie. He wants to know if you have a moment to talk about washing machine insurance policies. 11/10 would hear him out https://t.co/gAzPqT7uyk,https://twitter.com/dog_rates/status/844580511645339650/photo/1,11,10,Charlie,None,https://pbs.twimg.com/media/C7iNfq1W0AAcbsR.jpg,1.0,washer,0.903064,False,dishwasher,0.032489,False,printer,0.0164562,False,17172,3341,7556231,12,Twitter for iPhone,Original tweet,https://t.co/FatDY8E0GO
219,255,844223788422217728,2017-03-21 16:26:50,Twitter for iPhone,This is Margo. She just dug pup a massive hole. Can't wait for you to see it. H*ckin proud of herself. 12/10 would forgive then pet https://t.co/H38HB6rBTx,https://twitter.com/dog_rates/status/844223788422217728/photo/1,12,10,Margo,None,https://pbs.twimg.com/media/C7dJCnqU4AAswat.jpg,1.0,labrador_retriever,0.71951,True,chesapeake_bay_retriever,0.122019,True,newfoundland,0.0388276,True,14212,2340,7556231,12,Twitter for iPhone,Original tweet,https://t.co/VI27R8R4nA
220,256,843981021012017153,2017-03-21 00:22:10,Twitter for iPhone,HE WAS DOING A SNOOZE NO SHAME IN A SNOOZE 13/10 https://t.co/Gu5wHx3CBd,https://twitter.com/brianstack153/status/796796054100471809,13,10,None,None,,,,,,,,,,,,15774,3114,7556231,12,Twitter for iPhone,Original tweet,https://t.co/Gu5wHx3CBd
221,257,843856843873095681,2017-03-20 16:08:44,Twitter for iPhone,Say hello to Sadie and Daisy. They do all their shopping together. Can never agree on what to get. Like an old married pupple. Both 12/10 https://t.co/f5C5l5wa0e,https://twitter.com/dog_rates/status/843856843873095681/photo/1,12,10,Sadie,None,https://pbs.twimg.com/media/C7X7Ui0XgAA3m19.jpg,1.0,labrador_retriever,0.92254,True,golden_retriever,0.0743578,True,great_pyrenees,0.00232495,True,22319,4925,7556231,12,Twitter for iPhone,Original tweet,https://t.co/G0LD9dZhwh
222,258,843604394117681152,2017-03-19 23:25:35,Twitter for iPhone,This is Hank. He's been outside for 3 minutes and already made a friend. Way to go Hank. 11/10 for both https://t.co/wHUElL84RC,https://twitter.com/dog_rates/status/843604394117681152/photo/1,11,10,Hank,None,https://pbs.twimg.com/media/C7UVuE_U0AI8GGl.jpg,1.0,labrador_retriever,0.430583,True,golden_retriever,0.263581,True,great_pyrenees,0.179385,True,17620,2932,7556231,12,Twitter for iPhone,Original tweet,https://t.co/wHUElL84RC
223,259,843235543001513987,2017-03-18 22:59:54,Twitter for iPhone,This is Tycho. She just had new wheels installed. About to do a zoom. 0-60 in 2.4 seconds. 13/10 inspirational as h*ck https://t.co/DKwp2ByMsL,"https://twitter.com/dog_rates/status/843235543001513987/photo/1,https://twitter.com/dog_rates/status/843235543001513987/photo/1,https://twitter.com/dog_rates/status/843235543001513987/photo/1",13,10,Tycho,None,https://pbs.twimg.com/media/C7PGQJAWwAAibui.jpg,1.0,pembroke,0.958452,True,cardigan,0.0237699,True,chihuahua,0.00526936,True,22435,6438,7556231,12,Twitter for iPhone,Original tweet,https://t.co/E1nJycIG61
224,261,842846295480000512,2017-03-17 21:13:10,Twitter for iPhone,This is Charlie. He's wishing you a very fun and safe St. Pawtrick's Day. 13/10 festive af https://t.co/nFpNgCWWYs,https://twitter.com/dog_rates/status/842846295480000512/photo/1,13,10,Charlie,None,https://pbs.twimg.com/media/C7JkO0rX0AErh7X.jpg,1.0,labrador_retriever,0.461076,True,golden_retriever,0.154946,True,chihuahua,0.110249,True,15890,3835,7556231,12,Twitter for iPhone,Original tweet,https://t.co/nFpNgCWWYs
225,262,842765311967449089,2017-03-17 15:51:22,Twitter for iPhone,"Meet Indie. She's not a fan of baths but she's definitely a fan of hide &amp; seek. 12/10 click the link to help Indie

https://t.co/fvGkIuAlFK https://t.co/kiCFtmJd7l","https://www.gofundme.com/get-indie-home/,https://twitter.com/dog_rates/status/842765311967449089/photo/1,https://twitter.com/dog_rates/status/842765311967449089/photo/1",12,10,Indie,None,https://pbs.twimg.com/media/C7IalMVX0AATKRD.jpg,1.0,tub,0.665238,False,bucket,0.105166,False,labrador_retriever,0.0293399,True,7044,1357,7556231,12,Twitter for iPhone,Original tweet,https://t.co/WSYSvm2ULO
226,263,842535590457499648,2017-03-17 00:38:32,Twitter for iPhone,This is Winnie. She lost her body saving a children's hospital from an avalanche. 13/10 what a h*ckin hero https://t.co/Tf0rh9ZgZe,https://twitter.com/dog_rates/status/842535590457499648/photo/1,13,10,Winnie,None,https://pbs.twimg.com/media/C7FJpgVW4AIDzi6.jpg,1.0,pembroke,0.685084,True,cardigan,0.314608,True,basenji,0.000159824,True,18892,3738,7556231,12,Twitter for iPhone,Original tweet,https://t.co/Tf0rh9ZgZe
227,264,842163532590374912,2017-03-16 00:00:07,Twitter for iPhone,Meet George. He looks slightly deflated but overall quite powerful. Not sure how that human restrained him. 12/10 would snug with permission https://t.co/o6E0hB3xZl,"https://twitter.com/dog_rates/status/842163532590374912/photo/1,https://twitter.com/dog_rates/status/842163532590374912/photo/1",12,10,George,None,https://pbs.twimg.com/media/C6_3QgMWsAMNnAk.jpg,2.0,french_bulldog,0.891227,True,soccer_ball,0.022811,False,bull_mastiff,0.012852,True,25581,6191,7556231,12,Twitter for iPhone,Original tweet,https://t.co/so1vpVVZX6
228,265,842115215311396866,2017-03-15 20:48:07,Twitter for iPhone,This is Bentley. It's his first time going to the beach. I think he's a fan. 12/10 would build sand castles with https://t.co/iDK4OyQJoy,"https://twitter.com/dog_rates/status/842115215311396866/photo/1,https://twitter.com/dog_rates/status/842115215311396866/photo/1,https://twitter.com/dog_rates/status/842115215311396866/photo/1",12,10,Bentley,None,https://pbs.twimg.com/media/C6_LTCZWoAAKm_O.jpg,1.0,chow,0.293493,True,newfoundland,0.181336,True,schipperke,0.125152,True,14628,3231,7556231,12,Twitter for iPhone,Original tweet,https://t.co/iDK4OyQJoy
229,267,841680585030541313,2017-03-14 16:01:03,Twitter for iPhone,"This is Penny. She's a dragon slayer. Feared by most, if not all, dragons. Showing off her latest victim here. 12/10 would pet with caution https://t.co/qUOijSlPnj",https://twitter.com/dog_rates/status/841680585030541313/photo/1,12,10,Penny,None,https://pbs.twimg.com/media/C65AA7_WoAEGqA9.jpg,1.0,chihuahua,0.547401,True,bow_tie,0.198361,False,pembroke,0.0584925,True,26789,8278,7556231,12,Twitter for iPhone,Original tweet,https://t.co/bZpfsvJxI2
230,268,841439858740625411,2017-03-14 00:04:30,Twitter for iPhone,Here we have some incredible doggos for #K9VeteransDay. All brave as h*ck. Salute your dog in solidarity. 14/10 for all https://t.co/SVNMdFqKDL,"https://twitter.com/dog_rates/status/841439858740625411/photo/1,https://twitter.com/dog_rates/status/841439858740625411/photo/1,https://twitter.com/dog_rates/status/841439858740625411/photo/1,https://twitter.com/dog_rates/status/841439858740625411/photo/1",14,10,None,None,https://pbs.twimg.com/media/C61lFFiWoAAJdiL.jpg,3.0,military_uniform,0.853684,False,labrador_retriever,0.0481999,True,groenendael,0.0153944,True,13195,3921,7556231,12,Twitter for iPhone,Original tweet,https://t.co/lFivFHjdCU
231,269,841320156043304961,2017-03-13 16:08:50,Twitter for iPhone,"We don't rate penguins, but if we did, this one would get 12/10 https://t.co/cEORXhwZ5K",https://twitter.com/abc/status/841311395547250688,12,10,None,None,,,,,,,,,,,,20653,5804,7556231,12,Twitter for iPhone,Original tweet,https://t.co/cEORXhwZ5K
232,270,841314665196081154,2017-03-13 15:47:01,Twitter Web Client,This is Max. There's no way in h*ck you're taking his pacifier. Binky promises it's not happening. 13/10 very good stubborn boy https://t.co/9lVAqDEvZ5,https://twitter.com/dog_rates/status/841314665196081154/video/1,13,10,Max,None,https://pbs.twimg.com/ext_tw_video_thumb/841311812641533952/pu/img/sBUGt8u76n9azPWI.jpg,1.0,afghan_hound,0.903712,True,saluki,0.035215,True,bloodhound,0.0265655,True,16546,5014,7556231,12,Twitter Web Client,Original tweet,https://t.co/ARXIaLUxgN
233,271,841077006473256960,2017-03-13 00:02:39,Twitter for iPhone,This is Dawn. She's just checking pup on you. Making sure you're doing okay. 12/10 she's here if you need her https://t.co/XKJrmO4fAQ,https://twitter.com/dog_rates/status/841077006473256960/photo/1,12,10,Dawn,None,https://pbs.twimg.com/media/C6wbE5bXUAAh1Hv.jpg,1.0,brittany_spaniel,0.962985,True,blenheim_spaniel,0.014819999999999996,True,clumber,0.00955711,True,23923,5672,7556231,12,Twitter for iPhone,Original tweet,https://t.co/XKJrmO4fAQ
234,274,840698636975636481,2017-03-11 22:59:09,Twitter for iPhone,@0_kelvin_0 &gt;10/10 is reserved for puppos sorry Kevin,https://twitter.com/dog_rates/status/840698636975636481,10,10,None,None,,,,,,,,,,,,186,2,7556231,12,Twitter for iPhone,Original tweet,n
235,275,840696689258311684,2017-03-11 22:51:24,Twitter for iPhone,I didn't even have to intervene. Took him 4 minutes to realize his error. 10/10 for Kevin https://t.co/2gclc1MNr7,https://twitter.com/dog_rates/status/840696689258311684/photo/1,10,10,None,None,https://pbs.twimg.com/media/C6rBLenU0AAr8MN.jpg,1.0,web_site,0.8417680000000001,False,rule,0.00708731,False,envelope,0.0068203000000000005,False,12855,1045,7556231,12,Twitter for iPhone,Original tweet,https://t.co/2gclc1MNr7
236,276,840632337062862849,2017-03-11 18:35:42,Twitter for iPhone,"Say hello to Maddie and Gunner. They are considerably pupset about bath time. Both 12/10 but Gunner needs your help

https://t.co/JesYTzb1Jo https://t.co/5cncH08G1o","https://www.gofundme.com/3hgsuu0,https://twitter.com/dog_rates/status/840632337062862849/photo/1",12,10,Maddie,None,https://pbs.twimg.com/media/C6qGphPV4AEKrdc.jpg,1.0,golden_retriever,0.711148,True,cocker_spaniel,0.157929,True,labrador_retriever,0.059581899999999986,True,9388,1874,7556231,12,Twitter for iPhone,Original tweet,https://t.co/K0BVR0NyHn
237,277,840370681858686976,2017-03-11 01:15:58,Twitter for iPhone,You have been visited by the magical sugar jar puggo. He has granted you three boops. 13/10 would use immediately https://t.co/76iL7JUQdG,https://twitter.com/dog_rates/status/840370681858686976/photo/1,13,10,None,None,https://pbs.twimg.com/media/C6mYrK0UwAANhep.jpg,1.0,teapot,0.981819,False,cup,0.014025799999999998,False,coffeepot,0.00242054,False,17234,4866,7556231,12,Twitter for iPhone,Original tweet,https://t.co/76iL7JUQdG
238,278,840268004936019968,2017-03-10 18:27:58,Twitter for iPhone,This is Monty. He makes instantly regrettable decisions. Couldn't help himself. It looked like a ghost lollipop. 12/10 mistake happen https://t.co/8Wsr6b4RjE,"https://twitter.com/dog_rates/status/840268004936019968/photo/1,https://twitter.com/dog_rates/status/840268004936019968/photo/1,https://twitter.com/dog_rates/status/840268004936019968/photo/1,https://twitter.com/dog_rates/status/840268004936019968/photo/1",12,10,Monty,None,https://pbs.twimg.com/media/C6k7SaEXUAg83_J.jpg,3.0,chesapeake_bay_retriever,0.8639870000000001,True,labrador_retriever,0.0526323,True,kelpie,0.0325736,True,20186,6136,7556231,12,Twitter for iPhone,Original tweet,https://t.co/JQT6a68X0D
239,279,839990271299457024,2017-03-10 00:04:21,Twitter for iPhone,Meet Sojourner. His nose is a Fibonacci Spiral. Legendary af. 13/10 we must protect him at all costs https://t.co/r7W1NbkOtr,"https://twitter.com/dog_rates/status/839990271299457024/photo/1,https://twitter.com/dog_rates/status/839990271299457024/photo/1",13,10,Sojourner,None,https://pbs.twimg.com/media/C6g-sX-VsAAHfJ9.jpg,2.0,staffordshire_bullterrier,0.604938,True,american_staffordshire_terrier,0.31154,True,boston_bull,0.0371591,True,14063,2459,7556231,12,Twitter for iPhone,Original tweet,https://t.co/r7W1NbkOtr
240,280,839549326359670784,2017-03-08 18:52:12,Twitter for iPhone,"Meet Winston. He knows he's a little too big for the swing, but he doesn't care. Kindly requests a push. 12/10 would happily oblige https://t.co/GuxEXTdnMu",https://twitter.com/dog_rates/status/839549326359670784/photo/1,12,10,Winston,None,https://pbs.twimg.com/media/C6atpTLWYAIL7bU.jpg,1.0,swing,0.393527,False,norwich_terrier,0.05248,True,pembroke,0.0499006,True,28838,8334,7556231,12,Twitter for iPhone,Original tweet,https://t.co/ESW7mcQeZV
241,282,839239871831150596,2017-03-07 22:22:32,Twitter for iPhone,This is Odie. He's big. 13/10 would attempt to ride https://t.co/JEXB9RwBmm,"https://twitter.com/dog_rates/status/839239871831150596/photo/1,https://twitter.com/dog_rates/status/839239871831150596/photo/1,https://twitter.com/dog_rates/status/839239871831150596/photo/1",13,10,Odie,None,https://pbs.twimg.com/media/C6WUNadWYAAPxHv.jpg,3.0,leonberg,0.927021,True,newfoundland,0.0500091,True,saint_bernard,0.0107278,True,28514,7005,7556231,12,Twitter for iPhone,Original tweet,https://t.co/JEXB9RwBmm
242,283,838952994649550848,2017-03-07 03:22:35,Twitter for iPhone,SHE MISPLACED HER HOOMAN 13/10 MISTAKES HAPPEN https://t.co/ngAxYLVYHP,https://twitter.com/ktla/status/838948714227998720,13,10,None,None,,,,,,,,,,,,20556,4257,7556231,12,Twitter for iPhone,Original tweet,https://t.co/ngAxYLVYHP
243,284,838921590096166913,2017-03-07 01:17:48,Twitter for iPhone,This is Arlo. He's officially the king of snowy tongue slips. 13/10 would comfort during inevitable brain freeze https://t.co/oXVu9pNZZv,https://twitter.com/dog_rates/status/838921590096166913/photo/1,13,10,Arlo,None,https://pbs.twimg.com/media/C6Ryuf7UoAAFX4a.jpg,1.0,border_terrier,0.664538,True,brabancon_griffon,0.170451,True,yorkshire_terrier,0.08782360000000003,True,11715,2228,7556231,12,Twitter for iPhone,Original tweet,https://t.co/oXVu9pNZZv
244,287,838561493054533637,2017-03-06 01:26:54,Twitter for iPhone,This is Walter. His owner has been watching all the Iditarod coverage and is convinced Walter can be a sled dog. 13/10 Walter isn't so sure https://t.co/0av1PEehFI,https://twitter.com/dog_rates/status/838561493054533637/photo/1,13,10,Walter,None,https://pbs.twimg.com/media/C6MrOsEXQAENOds.jpg,1.0,kelpie,0.216562,True,doormat,0.139994,False,dalmatian,0.13282,True,11455,1420,7556231,12,Twitter for iPhone,Original tweet,https://t.co/0tiRQreDkk
245,288,838476387338051585,2017-03-05 19:48:43,Twitter for iPhone,This is Stanley. Somehow he heard you tell him he's a good boy from all the way up there. 13/10 I love you Stanley https://t.co/51FXNuouHI,"https://twitter.com/dog_rates/status/838476387338051585/photo/1,https://twitter.com/dog_rates/status/838476387338051585/photo/1,https://twitter.com/dog_rates/status/838476387338051585/photo/1",13,10,Stanley,None,https://pbs.twimg.com/media/C6Ld0wYWgAQQqMC.jpg,3.0,great_pyrenees,0.997692,True,kuvasz,0.00100064,True,newfoundland,0.000404556,True,23692,5161,7556231,12,Twitter for iPhone,Original tweet,https://t.co/51FXNuouHI
246,290,838150277551247360,2017-03-04 22:12:52,Twitter for iPhone,@markhoppus 182/10,https://twitter.com/dog_rates/status/838150277551247360,182,10,None,None,,,,,,,,,,,,1765,354,7556231,12,Twitter for iPhone,Original tweet,0
247,291,838085839343206401,2017-03-04 17:56:49,Twitter for iPhone,@bragg6of8 @Andy_Pace_ we are still looking for the first 15/10,https://twitter.com/dog_rates/status/838085839343206401,15,10,None,None,,,,,,,,,,,,149,0,7556231,12,Twitter for iPhone,Original tweet,0
248,292,838083903487373313,2017-03-04 17:49:08,Twitter for iPhone,This is Daisy. She's puppears to be rare as all h*ck. Only seven like her currently domesticated. 13/10 pettable af https://t.co/meUc8jufAO,"https://twitter.com/dog_rates/status/838083903487373313/photo/1,https://twitter.com/dog_rates/status/838083903487373313/photo/1",13,10,Daisy,None,https://pbs.twimg.com/media/C6F42cGUYAAIKsX.jpg,2.0,chow,0.800975,True,seat_belt,0.164133,False,pomeranian,0.017981,True,18493,3382,7556231,12,Twitter for iPhone,Original tweet,https://t.co/meUc8jufAO
249,293,837820167694528512,2017-03-04 00:21:08,Twitter for iPhone,"Here's a pupper before and after being asked ""who's a good girl?"" Unsure as h*ck. 12/10 hint hint it's you https://t.co/ORiK6jlgdH","https://twitter.com/dog_rates/status/837820167694528512/photo/1,https://twitter.com/dog_rates/status/837820167694528512/photo/1",12,10,None,pupper,https://pbs.twimg.com/media/C6CI_jbVAAA3-a1.jpg,1.0,golden_retriever,0.887625,True,labrador_retriever,0.0687175,True,kuvasz,0.0303868,True,35887,8433,7556231,12,Twitter for iPhone,Original tweet,https://t.co/ORiK6jlgdH
250,294,837482249356513284,2017-03-03 01:58:22,Twitter for iPhone,This is Waffles. He's a ship captain in real life and in @GoodDogsGame. Must've gotten to the max level (wink) 13/10 would sail with https://t.co/Z3LAaV2pKz,"https://twitter.com/dog_rates/status/837482249356513284/photo/1,https://twitter.com/dog_rates/status/837482249356513284/photo/1",13,10,Waffles,None,https://pbs.twimg.com/media/C59VqMUXEAAzldG.jpg,2.0,birdhouse,0.541196,False,can_opener,0.121094,False,carton,0.0561367,False,4029,476,7556231,12,Twitter for iPhone,Original tweet,https://t.co/W68fzRDWlX
251,295,837471256429613056,2017-03-03 01:14:41,Twitter for iPhone,This is Vincent. He's suave as h*ck. Will be your copilot this evening. Claims he doesn't need to look at the directions. 12/10 https://t.co/u51tzXSVi3,"https://twitter.com/dog_rates/status/837471256429613056/photo/1,https://twitter.com/dog_rates/status/837471256429613056/photo/1",12,10,Vincent,None,https://pbs.twimg.com/media/C59LpELWUAEUmYh.jpg,1.0,norwegian_elkhound,0.976255,True,keeshond,0.0139902,True,seat_belt,0.00211054,False,13430,2462,7556231,12,Twitter for iPhone,Original tweet,https://t.co/8hIndhskzN
252,296,837366284874571778,2017-03-02 18:17:34,Twitter for iPhone,This is Lucy. She has a portrait of herself on her ear. Excellent for identification pupposes. 13/10 innovative af https://t.co/uNmxbL2lns,https://twitter.com/dog_rates/status/837366284874571778/photo/1,13,10,Lucy,None,https://pbs.twimg.com/media/C57sMJwXMAASBSx.jpg,1.0,american_staffordshire_terrier,0.660085,True,staffordshire_bullterrier,0.334947,True,dalmatian,0.00269716,True,22189,5686,7556231,12,Twitter for iPhone,Original tweet,https://t.co/uNmxbL2lns
253,297,837110210464448512,2017-03-02 01:20:01,Twitter for iPhone,This is Clark. He passed pupper training today. Round of appaws for Clark. 13/10 https://t.co/7pUjwe8X6B,https://twitter.com/dog_rates/status/837110210464448512/photo/1,13,10,Clark,pupper,https://pbs.twimg.com/media/C54DS1kXQAEU5pS.jpg,1.0,siberian_husky,0.767696,True,eskimo_dog,0.217079,True,malamute,0.0116568,True,16818,2568,7556231,12,Twitter for iPhone,Original tweet,https://t.co/7pUjwe8X6B
254,299,836989968035819520,2017-03-01 17:22:13,Twitter for iPhone,This is Mookie. He really enjoys shopping but not from such high altitudes. Doin him quite the concern. 12/10 someone lower him https://t.co/beWUzGVKRM,https://twitter.com/dog_rates/status/836989968035819520/photo/1,12,10,Mookie,None,https://pbs.twimg.com/media/C52V7PzWcAA_pVv.jpg,1.0,shopping_cart,0.572422,False,shopping_basket,0.414002,False,toy_poodle,0.005887300000000001,True,13377,2468,7556231,12,Twitter for iPhone,Original tweet,https://t.co/3zM0xKWTwV
